text,Label
" And and then when I, you know, so you fast fast forward years later and my I get to meet my friend Jasim and he's telling me these you know, stories about just how he, you know the trip the trip he had to take to get from from Palestine, he's in Gaza to Estonia to start our you know our school there, I was just absolutely floored and in tears and and so you know when I found out he was there last week and the bombings began, it was it was quite a rush to try to find out if he was okay, but I just wanted to let you guys know that there are people in the US who do understand what's going on and we're speaking up, we're not being silent and and it's hard, I will tell you it's hard because in in places like where I live, I I live in Oklahoma um that are very republican, very conservative and they conflate the, you know supporting of jesus and Christianity with supporting what's going on with with palace with Israel",0
 Can I please respond to that first of all boomer sooner,0
" So Oklahoma is near and dear to my heart, I love it",0
" Um and you know you you brushed on the fact that like yeah, thank you first of all for letting us know like where you stand and and I know I know there are americans that are with us once they find out the truth and that's just the hardest part is to penetrate that brainwashing that they went through",0
 These of these actions by the UN is to continue the reason for the between the conflict,0
" 700,000 Palestinians are expelled which was this was literally you know, other last week",0
" So in my opinion, solving this issue is not by solving the symptoms symptoms",0
" Why? Also mainly because 85% Sorry, excuse me, excuse me, just one second, I'm sorry",0
" Please surrender the microphone when? Okay, Thank you",0
 And I would like to start by saying mo I apologize,0
 Are you gonna be are you gonna again? The format is we want to address the comments and a question that we just made,0
" Is there any perspective you want to share on what I just said? If not we'll reserve, will reserve will come back to you as a speaker in order that we're going please? All right",0
" No need if there is no question to answer or no additional perspective, that's fine",0
 I I can I have something to say in response to them And I also had a question um would it be all right if I said both or do you want me to just respond for now? Go ahead and just respond because I would like to turn it back to Lonnie for for order,0
" Um so growing up, you know, I'm a jewish american, I do have a lot of Israeli family",0
" Um and we say every year on Passover for thousands of years, we've said next year in Jerusalem",0
 Um Guy I did see you flash your mic and or come off you,0
" Um was there something you want to say? Who me? Yeah, maybe it was a mistake with not in orders",0
" Yeah, I've got something I gotta say super quick and then let's continue with Monty's PTR",0
" I just wanna say super quick that um the word anti Semitic was invented by a dude named William Maher and like the 18 hundreds, 18 hundreds and um 19 hundreds I should say",0
" Um even if you are a Semitic language speaker, thank you",0
" I would just guys really quickly, I would suggest this rule of thumb",0
" And then when you tweet that come and tell me that you think that you're a semite, I'll accept the whole thing",0
" Please don't make that, argued that false argument about Semitism",0
 I just want to make sure I'm not taking anyone else because I seem to be able to do like a few other people in front of me,0
" But yeah sure I'll go ahead and share, Lonnie Lonnie is taking care of the order so guys don't worry about it because there's there's been some movement on the stage so go ahead, appreciate it",0
 I kind of just had like I mean I agree with George and guy and also Melanie regarding the comment because I am Israeli myself and I was a quick story for myself,0
 Like people are sharing stories and I've spoken in the room about days ago,0
" Um But the one big thing like for me um like I might be still living in Israel today if if um things in the past when I was born and when my mother and my family lived there um there was war like in the sense that there was bombs being dropped um through the through the time of were um it wasn't Palestine, it was he ran through Saddam Hussein and I'm just saying that in the in the way that um there has been a lot that's gone through Israel throughout the time that you know people feel threatened to stay there and every single time you know um Israel has gone through a some sort of you know war or fight or battle or however someone defines it um we're still there and the thing is a lot of people have were, the funny thing is I've met so many different people around the world from who live in Canada now in the U",0
" Um But but yeah no the quick story, the thing that I wanted to say is throughout the time that you know my mother was in Israel for about five years, I was also born there",0
" Um There was a lot of a lot of disaster, a lot of you know buildings that are no longer there um that have been hit and during this time this was in the early 1990s, um late 1980s and and people who may have been there I was and I was a baby at that time um but you know the it created a lot of like psychological issues for a lot of people and people like my mother, like I haven't been back to Israel since then um because two reasons, but another reason is um the the scarcity that my mother or my family has endured um just being there and I would, you know funny enough I was supposed to go to Israel in in 2020 but of course the pandemic occurred and I didn't travel but I was so excited to head back um and to really explore it and try it, but of course at this moment of time I feel unsafe to go back um And you know I just I want everyone to have the opportunity um Everything from you know from birthright to elia to anything else that's out there",0
" Um You know humanity should be the first thing on everyone's list um causing causing harm to each other is not a thing that I think most people in this room can agree on, we don't want to cause pain, we don't want to cause harm, we want to be peaceful",0
" Be connective can be open, be able to understand both sides and connect with people because everyone has a different perspective, but be able to understand the perspective, educate yourself on their perspective and also give your perspective so that other person can also educate themselves on your perspective",0
" And um I think we all in the end can find a common ground and I think thank you for the opportunity for the time, Thank you all",0
" Um does anyone have a question for DJ or can I move on to the next speaker? Yes, I have a question for D",0
" If it's nice to say wishes, you know, we're coming now out of work and you are saying wishes we have here Those wishes for the last 73 years",0
" If as its peaceful as it was during all of the 16,000 years back, if you keep on guys doing this atrocities, stop doing atrocities, then we will say how we can solve our problem",0
 What's happening now? Everybody is hurting you guys,0
 And there are many people even in Israel who say why do we even accept this money? And then the next thing is keep in mind this also makes up a very very small amount of money that the US spends on defence and also small amount of money that the U,0
 I hope this answers your question and that's just my um meat gives it to me,0
 I have a question that I follow up with this butter,0
" And for that to be kept, we ensure the piece by paying Egypt that money",0
 But also there they are a very big part of our social fabric and Americans for the past,0
 Um seven poll 60 of the last 70 years have had a very strong emotional bond with Israel because so many of us personally know people who are Jewish and we feel very strongly about the self determination of the Jewish state because we have such a large constituency with whom we have strong social and cultural ties,0
" Including the work week, the idea of a weekend child labor laws, food packing laws to make sure that we have high standards of food",0
" Remember this was father in 1948, just three years after the horrors that the whole world learned about it during the Second World War",0
 Israel is by that time the only real democratic country in the whole of the Middle East,0
" Only democratic country, a small countries are being threatened""}],""items"":[{""start_time"":""0",0
" On a good on a good day of crossing trip takes about six hours, 6 or seven hours",0
" And and and, and it's not just on the Israeli side, right? I mean it's on both sides, but the majority of it, it's that one center checkpoint",0
" We were just almost felt like we were in a prison camp just waiting to get on a freakin bus which at that point you're still waiting and and you know you're melting basically from the heat um to go to the other, stop checkpoint to go and get, you know, interrogate again etcetera",0
" But it is a very humane experience, it is a very painful experience",0
" Just like I can fly into Canada from the US or help, just like you can go from Chicago to michigan and drive without anybody stopping me to say where's your I",0
" Or where is your this or is your that and are you Palestinian or not? So um Anyways, thank you for that alexander Mahmoud, I think we did go to you, I wasn't sure if there was something else that you were going to share",0
 I don't in any way support the continued occupation,0
 I support a two state solution according to the previous peace deals that have been on the table,0
" Um my mother's family from Morocco, my wife's parents are both from Tripoli, from Libya, um a big gala B and I want people just in the audience just be mindful that there is a very western narrative here",0
 Ahmadiyya Muslims can practice their faith freely um within the state of Israel,0
" Um The stories here, we're hearing about checkpoints and uh tourism",0
" My son has never been uh to the West Bank once, I took him to see some Palestinian friends in East Jerusalem",0
" And if you hear people on this platform talking stories about this, it's not",0
 And that's I mean I've got a lot to say about I'll let other people speak,0
" Robin, you have to hit your on you buying us here and you go there you go",0
 Um and for the first time in a very long time it feels reassuring to be in a community of people talking about their own experiences and histories and putting stories to faces,0
 Um So I wanted to share a link that is in my profile to an art project by Jr and Margot who are street artists,0
 And they did a large scale project in um basically on the wall built between Israel and Palestine featuring faces of Palestinians next to Israelis,0
" Um and I wanted to share this with the moderators not necessarily share here, but I feel like it's a really important visual uh story of humans and um the fact that when you put two people next to each other with no real description, it's really hard to tell where they're, where they're from, Sometimes it depends on the person obviously, but our stories, I feel like sometimes we're defined by our stories when really we're all human",0
" Um My grandparents Eventually moved to Poland and then Israel, where most of my family lives",0
 I think as an american who just suffered through four years of trump and who continues to be under this Republican party that makes decisions that have nothing to do with my beliefs,0
" Um and the government of Israel is represented in a very small number of people and I was just looking at my passport, someone mentioned, you know, I have a stamp from the first time I went to Israel when I was less than two years old and I have I have vivid memories of going to Israel every few years throughout my entire life um meeting some Palestinian women in France and almost going to Gaza the last time I was in Israel and I didn't get the chance but um I didn't intend to speak today",0
" Um and I just shared this project that jr the face to face project, because I think it's important, um but I'm so thankful because I've been feeling so lost and disheartened by so much of the rhetoric around what's happening um between, you know, humans in um Israel and Palestine, and I've been trying to figure out how to speak out against it and just being here today, like being on here for 12 plus hours, um Hearing stories, I realized like that is what I really and here for right now is to hear stories of people who have been affected by this um the division and the unrest that is really the product of like a few people and it affects the majority",0
" Um and if you go to my profile, you can see the link to this project",0
" Um I want to thank every single person for being here at the moderators, just like, so much respect for what you're doing",0
" Um I can't wait to invite more people in and my Israeli, I intend to reach out to my Israeli family",0
" Um and this is also I think a really good opportunity for so many people, like a catalyst for conversation around a really hard subject",0
" Um so thank you for letting me share, I can't believe I actually um um and just like a lot of gratitude for what's happening in this space and check out the JR project",0
" Um he also has a ted talk, but the uh the project I featured in my profile is specifically Faces of Palestinians next to Israelis, uh farmers next to farmers, twin sisters and brothers and um you know, you can't tell about, you can't tell who's Palestinian and who's in who's Israeli just by looking at that, like we're all human sharing this human experience and thank you for this group because I feel so connected to humanity through it",0
" Um I've been at it for a while, um but before we do that, I just want to say something real quickly",0
" Um so folks, please please please don't always have a ton of people raising their hands",0
" Unfortunately, most of you do not have anything in your profile",0
" Um put something in your profile, connect to social media if you have it",0
" And even more importantly, put on top of your profile a sentence, some statement about what you want to talk about or um or the question that you would like to ask",0
" I just will take the opportunity to mention the startup in Gaza that I was talking about, that had their premises demolished",0
 Mohammed abu matter is a young guy who is the founder and uh some of his friends started this crowdfunding campaign and I put it on my twitter feed and it's the first thing of my profile,0
 I I've been following you guys for for a few days and I have I have uh and I love I love the fact that there is dialogue and I love the fact there's both people speaking up and it's it's really awesome,0
" Nor right, so so reach out if you know how to help or if you want to help and and broaden this",0
 And the last group I got tonight was how fast I was blocked,0
 I can guarantee you there is 3000 reports went in less than one minute nothing happened to the I can guarantee you with him,0
" I just call it whatever you wanna call it, right, right, wrong",0
" I don't care at this point, there is no right and there is no wrong because all of the principles has been twisted to a no terminology, right? I get blocked on the spot",0
 So you know what? They do their part and we will do ours peace,0
 I saw how you interacted emotionally in that regard,0
" And yeah, it's difficult for our Palestinian uh, words to be heard, but we have been getting some reach",0
 And this is how we win the war or quote unquote win the war,0
" We are not there, so we can't help them on the ground, but we can educate to help the Israelis",0
 Find out more about what their government is doing to them and two other people of course,0
" And uh, last thing regarding your comment about you being blocked",0
" I think it was the club house rules of disrespecting others and, and uh, and language, I think that's why you probably got locked",0
" Uh, yes, emotions take a lot of part in these conversations",0
 I saw you in a different point of view because of the way you attacked whatever that guy's name is instead of trying to educate him,0
" But what I'm saying is the smallest room I opened, it had 200 people in it",0
" Trust me, I know I'm not going back to the clubhouse like an educated and honest",0
 There's nobody that's gonna understand more than me,0
" But if it takes another four years of frustration, but to educate every person we reach is away",0
 That's why my department is not today in the educational one,0
" I didn't mean I was talking to my son, I didn't mean to, I didn't know I was unknown muted, but I did want to ask a question",0
 So Today after 73 years it's a pretty much impossible to tell Israelis get out right? So my my thoughts are a one state solution,0
 I know that's gonna be impossible but there are certain steps that we could take to get to the end result and to start off by ending the occupation because that's the biggest issue right now is what needs to be done,0
" And I think that ending the occupation has to come in within just like the Blm movement, it came, it came within no other country in the world happened out the U",0
" The Israelis have to acknowledge the occupation and oppression of the Palestinian people and they have to whether it's a revolt against their government or whatnot or do whatever they need to do to end the occupation, That's number one, number two is stop the illegal settlements because that's just increasing the amount of Israelis that are going into that land",0
 Uh and that's going to create the population issue which is going to create the whole occupation again or the suppression of the Palestinian people and here and I do believe that today We are miles away from where we were 10 years ago or a year ago because of social media and people are becoming more aware of the situation,0
 They can stay there Yet again that this assembly of the Israeli state is on the table,0
 We can use the South african example And how they operated there,0
 It took a little bit of time but it did not take 73 years and it worked,0
" If you use out of too many of our brain out of Palestine and the Ashkenazis, Mizrahi's, all of those, They are different from each other in the eyes of the law within the state",0
" I'm not disagreeing with you, but to joe's point, it's uh P 1914 when we when we said Saddam Hussein is a tyrant, we took him down, right? So may as well, we can take the state their 100% 100%",0
" But to joe's point Pre 1948, jews christians and Muslims lived in harmony altogether",0
" So, so the only thing that changed is it became the state of Israel",0
" So definitely um oppression needs to stop, the one sided war needs to stop and once that happens, I think that will be the biggest catalyst",0
" They're just by stopping this one sided war just by removing the blockades, just by removing the military checkpoints",0
 And I think then we can we can maybe like revisit that and go from there,0
 Those people need to pay for the crimes they've done,0
" Sure, but at the end of the day, someone needs to be held accountable accountability is one of the biggest things that's gonna let us get over this and go back as a lot",0
" The muslim state, we never wanted a muslim state in Palestine, it was never called that it can be a land for all because we do respect all religions there",0
" We want to live among everybody there, but it's very hard to forget what's been done to us",0
" But I do think this accountability will at least let us move forward and that I think if I can add, I mean, just you have to look at it this way go, it's like justice has to come first, Liberty has to come next",0
 Um and then peace and reconciliation can come after,0
 It's like the one state solution is kind of like removing an oppressive regime and with removing the oppressive regime and the justice comes trying war criminals that have okay,0
 And then we'll so another question is um so let's say we do that,0
" There's a they remove the block, they don't they don't expand, they don't go settle in more territories, they removed the blockades",0
 But then there's the issue of say your ancestors lived in java or tel Aviv and they had houses that were taken from them,0
" Does that all how how does that get? I mean, who owns what with with from a real estate wise people live in Israel or uh in the occupied territories, have a house, they work, they bought at their house and um but then your great great grandfather used to live there",0
" Uh My thoughts are like my grandfather lived there, not my great, great, great great grandfather is just my grandfather",0
" So to be able to get to my point, my father lived there until he was in his early teens",0
" But me personally, I'm not going to go back and ask for a house that somebody lives in because that's just going back to the same cycle and repeating everything since I am doing what exactly",0
" Since I'm the living proof, I can tell you, I have moved on",0
" No, and I think another really important thing, what did he leave that guilt is I don't know, I didn't kick him out",0
" I'm Maria, I'm your moderate Iraqi catholic on the stage",0
 So I would like to speak on that since you brought it up in this room,0
" So we better understand how to have a dialogue in a way that's honoring to to all humans, because I don't think it's ok to for anyone to, you know? Yeah, I just don't think it's ok for for people to leave the space feeling this heart and thinking that this is what we're trying to do with our platform",0
" So guy and and Maria and and Rania, who's who's next? And Ryan is good to see you here",0
 So I've always known that one day we'll be working together on this,0
" I literally we need to Maria, that's why I love you because we both love both people and I think most people here if they didn't come with that love for both people are slowly uh learning to love both their people and the other people",0
 I think that's the key of what we're trying to achieve here,0
 So who was next? Was there please on mute And we are listening however was next I think I was hello everybody,0
 I'm grateful that I can meet Palestinians and jewish people from all over the world and can hear your story,0
" But what can I say is that I feel so grateful that I have the dollar sight of my, my Romanian uh that can bring me some some objectivity um and some calmness",0
 Even so I emphasize a lot with the Palestinian and also with the two people because every one of them has a reality and I can agree with each one of them,0
 But I think that the politic side of the things um catch up and bring us to this way of putting the story in a line and it's hard for me two to see like a solution,0
" I hope that in my life I will see one and I will be happy to go to my grandfather village from, from Palestine",0
 And also I liked it Uh seeing like the Muslim and the Orthodox people because I'm I was born here in Romania and uh here are more than 80% of the people are orthodox,0
 Uh and I'm open to enter in any uh any any place of God,0
" Uh, I don't know, first energy that brings me peace",0
" And I hope that we we could and I think these kind of discussions even so they are, they're hard because we have emotions and probably I don't have so much than people that are living, I don't know in Gaza or in West Bank because it's hard for me to imagine to not have this that kind of emotion where if I will, I would live there",0
" Um even so, I have a lot of liberties where where do I live? Um I hope that we could be more, I don't know, understandable with each other and accept each other and feel like we are all citizens citizens of the world",0
 I I had Maria call my name out area but I was unable to speak at the time,0
" Uh just once I can excuse me, Mr be a gentleman and let the lady go first",0
" I just wanted to confirm with the mods, but it's okay",0
" Thank you so much for moderating such an inspiring talk between both Israelis and Palestinians, and it's really beautiful to hear everyone's opinions and stories so far",0
" Um following on from what was just spoken about, um I wanted to pose a question to majority of the Israelis within this conversation, um there has been a lot of conversation and sentiment to live in a world where where Palestinians and Israelis are united and that is really beautiful to hear",0
" And it's really hard woman to hear that, you know, firsthand from yourselves with regards to an earlier question that I think in your post as well, about the government's actions with regards to the Israeli government, How is that reflecting these ideals from what you can see so far and in your personal opinion, What on the ground are actions that could be taken in the future to make this realistic and make this dream a reality of of unity? Um what do you think is your opinion and how could this actually genuinely go forward? Thank you so much",0
" Sophia just so you get the precise answers, actions on the ground by the Israeli government",0
" Like what should we be voting for, do you mean or? Yeah, generally as well and general opinions on what could be done going forward? Thank you",0
" Um Yeah, okay, I don't see flashing mix and so I guess I will answer you have to take you guys",0
" So yeah, I think I heard Rania's question earlier and I guess you're asking of my opinion on Israel's government's current policies, do I stand behind them? Do I condemn condemn them this kind of a question Before the 2nd part? Sofia",0
" So I I will speak definitely on behalf of my own but also I will suggest that even though obviously I do not represent a majority of voices in Israel, I'm also not singular or alone",0
" Uh yeah, I uh sadly uh I want to say happily, but that's really not the right word",0
" Right, So I condemn a lot of Israel's policies when and especially when it comes to the Palestinian issue, also other issues internally other Israeli policies of course and I have stopped giraffe in my profile because I think that that was something that could have been and should have been stopped by the Israeli government and I called for the end of the occupation and I call for equal rights and so all of these things can and should be implemented by the Israeli government and yet they're not and so on these and many other issues, we don't only call them out, but we go out to the streets and and we waved banners and we strike and we do everything we can within the democratic process to bring about that change that we want to see in Israel",0
 American patriots were criticizing that policy and they were doing that not because they hated America but because they loved it and they wanted to see a better America,0
" And so from that, from that point of view, I speak up against uh policies in my country",0
" I'll I guess uh, this conversation is very new to me as a, as a religious jew and as someone who is surrounded by friends and family who are quite right wing",0
" And if I, if I had to place myself on the political spectrum, I would also say that's that's where I stand on a lot of things",0
 So I just want to say thank you to everyone for expressing their opinions,0
 There's a lot of ways of thinking and ways of speaking here that are that are are new to me,0
" Um in terms of supporting the government, I I have to agree with the guy that there there are certain things that the the government is doing that are very problematic and I'll just share for talking about realities on the ground",0
" You know, I have family in incarnation one, which is which is a settlement in the West Bank",0
" So I spent the weekend with them and I took the bus uh to see my family, and for me it was very easy",0
" And they knew that when we reached the checkpoint they got up and they and they left the bus and to me that was extremely frustrating and two to here to see that and to know that they can't just go around like I can and move around like I can't, it's frustrating for me",0
" It's also frustrating that in the last week, because of because of Hamas, I went into a bomb shelter many times and near me in the bomb shelter there were there were babies and little kids whose parents were struggling to explain to them what was going on",0
 And I think it's important to remember that and I want to thank everyone for for their perspectives,0
" Again, loan that was really beautiful and unique because on one hand, you you uh, you voice your fear and express a need to vote for security",0
" I know you're new york, I think somebody is a muted if you don't mind muting",0
" And I suggest that if you spend more time with the salon, some of that fear might dissipate",0
 And you will see that perhaps the human rights and the suffering on the other side Might be more important than 100% sense of security,0
 So I just want to thank all the mods and I want to thank everyone here,0
 We ask you to be respectful to everyone in the room,0
